,ds,y
2362,2016-06-20,1244
2363,2016-06-21,1090
2364,2016-06-22,1114
2365,2016-06-23,1160
2366,2016-06-24,1592
2367,2016-06-25,1576
2368,2016-06-26,1333
2369,2016-06-27,1150
2370,2016-06-28,1147
2371,2016-06-29,1174
2372,2016-06-30,1394
2373,2016-07-01,1968
2374,2016-07-02,1279
2375,2016-07-03,1194
2376,2016-07-04,1040
2377,2016-07-05,1057
2378,2016-07-06,1361
2379,2016-07-07,1544
2380,2016-07-08,2358
2381,2016-07-09,2200
2382,2016-07-10,1393
2383,2016-07-11,1262
2384,2016-07-12,1262
2385,2016-07-13,1308
2386,2016-07-14,1347
2387,2016-07-15,1626
2388,2016-07-16,1570
2389,2016-07-17,1028
2390,2016-07-18,911
2391,2016-07-19,1118
2392,2016-07-20,1011
2393,2016-07-21,1417
2394,2016-07-22,1951
2395,2016-07-23,1864
2396,2016-07-24,2074
2397,2016-07-25,1538
2398,2016-07-26,1280
2399,2016-07-27,1395
2400,2016-07-28,1312
2401,2016-07-29,1986
2402,2016-07-30,1569
2403,2016-07-31,1248
2404,2016-08-01,1113
2405,2016-08-02,1085
2406,2016-08-03,1044
2407,2016-08-04,1320
2408,2016-08-05,2228
2409,2016-08-06,2115
2410,2016-08-07,2120
2411,2016-08-08,1892
2412,2016-08-09,1654
2413,2016-08-10,1867
2414,2016-08-11,2038
2415,2016-08-12,2531
2416,2016-08-13,2423
2417,2016-08-14,1746
2418,2016-08-15,1515
2419,2016-08-16,1277
2420,2016-08-17,1457
2421,2016-08-18,1757
2422,2016-08-19,2235
2423,2016-08-20,2164
2424,2016-08-21,1642
2425,2016-08-22,1693
2426,2016-08-23,1604
2427,2016-08-24,1714
2428,2016-08-25,1829
2429,2016-08-26,2148
2430,2016-08-27,2410
2431,2016-08-28,1779
2432,2016-08-29,1260
2433,2016-08-30,1025
2434,2016-08-31,1019
2435,2016-09-01,1027
2436,2016-09-02,1260
2437,2016-09-03,1332
2438,2016-09-04,1047
2439,2016-09-05,896
2440,2016-09-06,1026
2441,2016-09-07,1370
2442,2016-09-08,1529
2443,2016-09-09,1898
2444,2016-09-10,1895
2445,2016-09-11,1416
2446,2016-09-12,1096
2447,2016-09-13,1007
2448,2016-09-14,1152
2449,2016-09-15,1132
2450,2016-09-16,1608
2451,2016-09-17,1465
2452,2016-09-18,1206
2453,2016-09-19,1078
2454,2016-09-20,1219
2455,2016-09-21,1216
2456,2016-09-22,1419
2457,2016-09-23,2097
2458,2016-09-24,1666
2459,2016-09-25,1410
2460,2016-09-26,1253
2461,2016-09-27,1213
2462,2016-09-28,1215
2463,2016-09-29,1312
2464,2016-09-30,1689
2465,2016-10-01,1389
2466,2016-10-02,1178
2467,2016-10-03,978
2468,2016-10-04,981
2469,2016-10-05,1070
2470,2016-10-06,1015
2471,2016-10-07,1543
2472,2016-10-08,1380
2473,2016-10-09,1170
2474,2016-10-10,916
2475,2016-10-11,1022
2476,2016-10-12,1043
2477,2016-10-13,1100
2478,2016-10-14,1408
2479,2016-10-15,1020
2480,2016-10-16,1096
2481,2016-10-17,777
2482,2016-10-18,671
2483,2016-10-19,706
2484,2016-10-20,707
2485,2016-10-21,1094
2486,2016-10-22,866
2487,2016-10-23,656
2488,2016-10-24,588
2489,2016-10-25,484
2490,2016-10-26,582
2491,2016-10-27,625
2492,2016-10-28,729
2493,2016-10-29,505
2494,2016-10-30,474
2495,2016-10-31,449
2496,2016-11-01,568
2497,2016-11-02,352
2498,2016-11-03,357
2499,2016-11-04,473
2500,2016-11-05,338
2501,2016-11-06,242
2502,2016-11-07,234
2503,2016-11-08,202
2504,2016-11-09,253
2505,2016-11-10,227
2506,2016-11-11,348
2507,2016-11-12,189
2508,2016-11-13,278
2509,2016-11-14,167
2510,2016-11-15,163
2511,2016-11-16,156
2512,2016-11-17,158
2513,2016-11-18,232
2514,2016-11-19,192
2515,2016-11-20,162
2516,2016-11-21,108
2517,2016-11-22,133
2518,2016-11-23,95
2519,2016-11-24,101
2520,2016-11-25,193
2521,2016-11-26,110
2522,2016-11-27,102
2523,2016-11-28,109
2524,2016-11-29,82
2525,2016-11-30,70
2526,2016-12-01,66
2527,2016-12-02,85
2528,2016-12-03,203
2529,2016-12-04,114
2530,2016-12-05,313
2531,2016-12-06,129
2532,2016-12-07,131
2533,2016-12-08,208
2534,2016-12-09,201
2535,2016-12-10,226
2536,2016-12-11,118
2537,2016-12-12,51
2538,2016-12-13,55
2539,2016-12-14,45
2540,2016-12-15,30
2541,2016-12-16,89
2542,2016-12-17,100
2543,2016-12-18,66
2544,2016-12-19,38
2545,2016-12-20,35
2546,2016-12-21,35
2547,2016-12-22,45
2548,2016-12-23,41
2549,2016-12-24,32
2550,2016-12-25,19
2551,2016-12-26,30
2552,2016-12-27,32
2553,2016-12-28,32
2554,2016-12-29,40
2555,2016-12-30,106
2556,2016-12-31,149
2557,2017-01-01,51
2558,2017-01-02,67
2559,2017-01-03,49
2560,2017-01-04,57
2561,2017-01-05,75
2562,2017-01-06,62
2563,2017-01-07,54
2564,2017-01-08,46
2565,2017-01-09,19
2566,2017-01-10,16
2567,2017-01-11,34
2568,2017-01-12,35
2569,2017-01-13,66
2570,2017-01-14,32
2571,2017-01-15,29
2572,2017-01-16,27
2573,2017-01-17,38
2574,2017-01-18,28
2575,2017-01-19,42
2576,2017-01-20,45
2577,2017-01-21,67
2578,2017-01-22,8
2579,2017-01-23,35
2580,2017-01-24,32
2581,2017-01-25,44
2582,2017-01-26,39
2583,2017-01-27,90
2584,2017-01-28,57
2585,2017-01-29,40
2586,2017-01-30,60
2587,2017-01-31,10
2588,2017-02-01,34
2589,2017-02-02,45
2590,2017-02-03,32
2591,2017-02-04,51
2592,2017-02-05,28
2593,2017-02-06,29
2594,2017-02-07,25
2595,2017-02-08,37
2596,2017-02-09,71
2597,2017-02-10,53
2598,2017-02-11,58
2599,2017-02-12,32
2600,2017-02-13,40
2601,2017-02-14,124
2602,2017-02-15,25
2603,2017-02-16,60
2604,2017-02-17,82
2605,2017-02-18,59
2606,2017-02-19,69
2607,2017-02-20,41
2608,2017-02-21,47
2609,2017-02-22,121
2610,2017-02-23,57
2611,2017-02-24,70
2612,2017-02-25,65
2613,2017-02-26,49
2614,2017-02-27,137
2615,2017-02-28,155
2616,2017-03-01,298
2617,2017-03-02,99
2618,2017-03-03,144
2619,2017-03-04,133
2620,2017-03-05,51
2621,2017-03-06,79
2622,2017-03-07,71
2623,2017-03-08,57
2624,2017-03-09,113
2625,2017-03-10,100
2626,2017-03-11,95
2627,2017-03-12,85
2628,2017-03-13,156
2629,2017-03-14,208
2630,2017-03-15,108
2631,2017-03-16,145
2632,2017-03-17,182
2633,2017-03-18,172
2634,2017-03-19,205
2635,2017-03-20,126
2636,2017-03-21,173
2637,2017-03-22,112
2638,2017-03-23,179
2639,2017-03-24,212
2640,2017-03-25,361
2641,2017-03-26,203
2642,2017-03-27,138
2643,2017-03-28,261
2644,2017-03-29,205
2645,2017-03-30,269
2646,2017-03-31,436
2647,2017-04-01,269
2648,2017-04-02,224
2649,2017-04-03,241
2650,2017-04-04,424
2651,2017-04-05,505
2652,2017-04-06,515
2653,2017-04-07,930
2654,2017-04-08,479
2655,2017-04-09,424
2656,2017-04-10,519
2657,2017-04-11,881
2658,2017-04-12,1421
2659,2017-04-13,1768
2660,2017-04-14,1970
2661,2017-04-15,1880
2662,2017-04-16,1630
2663,2017-04-17,938
2664,2017-04-18,644
2665,2017-04-19,848
2666,2017-04-20,829
2667,2017-04-21,989
2668,2017-04-22,1158
2669,2017-04-23,687
2670,2017-04-24,784
2671,2017-04-25,765
2672,2017-04-26,809
2673,2017-04-27,983
2674,2017-04-28,1100
2675,2017-04-29,1254
2676,2017-04-30,1057
2677,2017-05-01,1291
2678,2017-05-02,1044
2679,2017-05-03,1030
2680,2017-05-04,1147
2681,2017-05-05,1412
2682,2017-05-06,1212
2683,2017-05-07,919
2684,2017-05-08,773
2685,2017-05-09,813
2686,2017-05-10,932
2687,2017-05-11,901
2688,2017-05-12,1287
2689,2017-05-13,1120
2690,2017-05-14,1040
2691,2017-05-15,951
2692,2017-05-16,828
2693,2017-05-17,890
2694,2017-05-18,1047
2695,2017-05-19,1386
2696,2017-05-20,1384
2697,2017-05-21,1072
2698,2017-05-22,1084
2699,2017-05-23,974
2700,2017-05-24,1140
2701,2017-05-25,1416
2702,2017-05-26,1597
2703,2017-05-27,1594
2704,2017-05-28,1559
2705,2017-05-29,1238
2706,2017-05-30,1044
2707,2017-05-31,1221
2708,2017-06-01,1282
2709,2017-06-02,1860
2710,2017-06-03,1564
2711,2017-06-04,1245
2712,2017-06-05,1081
2713,2017-06-06,1248
2714,2017-06-07,1145
2715,2017-06-08,1475
2716,2017-06-09,1744
2717,2017-06-10,1796
2718,2017-06-11,1373
2719,2017-06-12,1092
2720,2017-06-13,1190
2721,2017-06-14,1268
2722,2017-06-15,1440
2723,2017-06-16,2110
2724,2017-06-17,1437
2725,2017-06-18,1515
2726,2017-06-19,1013
2727,2017-06-20,1190
2728,2017-06-21,1147
2729,2017-06-22,1320
2730,2017-06-23,1614
2731,2017-06-24,1274
2732,2017-06-25,1183
2733,2017-06-26,907
2734,2017-06-27,1204
2735,2017-06-28,1550
2736,2017-06-29,1340
2737,2017-06-30,2012
2738,2017-07-01,1702
2739,2017-07-02,1245
2740,2017-07-03,980
2741,2017-07-04,892
2742,2017-07-05,1308
2743,2017-07-06,1813
2744,2017-07-07,2097
2745,2017-07-08,2200
2746,2017-07-09,1567
2747,2017-07-10,1137
2748,2017-07-11,1290
2749,2017-07-12,1260
2750,2017-07-13,1266
2751,2017-07-14,1965
2752,2017-07-15,1457
2753,2017-07-16,1361
2754,2017-07-17,944
2755,2017-07-18,894
2756,2017-07-19,1223
2757,2017-07-20,1114
2758,2017-07-21,1923
2759,2017-07-22,1792
2760,2017-07-23,1836
2761,2017-07-24,2306
2762,2017-07-25,1355
2763,2017-07-26,1102
2764,2017-07-27,1835
2765,2017-07-28,2396
2766,2017-07-29,2530
2767,2017-07-30,1615
2768,2017-07-31,1065
2769,2017-08-01,994
2770,2017-08-02,2294
2771,2017-08-03,1232
2772,2017-08-04,1914
2773,2017-08-05,1853
2774,2017-08-06,1992
2775,2017-08-07,1841
2776,2017-08-08,1974
2777,2017-08-09,1822
2778,2017-08-10,2037
2779,2017-08-11,2735
2780,2017-08-12,2856
2781,2017-08-13,1923
2782,2017-08-14,2065
2783,2017-08-15,1451
2784,2017-08-16,1196
2785,2017-08-17,1828
2786,2017-08-18,2724
2787,2017-08-19,2117
2788,2017-08-20,1647
2789,2017-08-21,1575
2790,2017-08-22,1609
2791,2017-08-23,1874
2792,2017-08-24,1883
2793,2017-08-25,2711
2794,2017-08-26,2181
2795,2017-08-27,1710
2796,2017-08-28,1611
2797,2017-08-29,1442
2798,2017-08-30,1310
2799,2017-08-31,1279
2800,2017-09-01,1267
2801,2017-09-02,1440
2802,2017-09-03,1097
2803,2017-09-04,885
2804,2017-09-05,792
2805,2017-09-06,1132
2806,2017-09-07,1330
2807,2017-09-08,1798
2808,2017-09-09,1754
2809,2017-09-10,1413
2810,2017-09-11,1162
2811,2017-09-12,1165
2812,2017-09-13,1232
2813,2017-09-14,1373
2814,2017-09-15,1625
2815,2017-09-16,1452
2816,2017-09-17,1482
2817,2017-09-18,1075
2818,2017-09-19,997
2819,2017-09-20,1234
2820,2017-09-21,1506
2821,2017-09-22,2281
2822,2017-09-23,1675
2823,2017-09-24,1498
2824,2017-09-25,1466
2825,2017-09-26,1300
2826,2017-09-27,1364
2827,2017-09-28,1481
2828,2017-09-29,2319
2829,2017-09-30,1594
2830,2017-10-01,1281
2831,2017-10-02,1079
2832,2017-10-03,1050
2833,2017-10-04,1033
2834,2017-10-05,1320
2835,2017-10-06,1584
2836,2017-10-07,1610
2837,2017-10-08,1300
2838,2017-10-09,1049
2839,2017-10-10,1020
2840,2017-10-11,1080
2841,2017-10-12,1329
2842,2017-10-13,1523
2843,2017-10-14,1395
2844,2017-10-15,1305
2845,2017-10-16,845
2846,2017-10-17,782
2847,2017-10-18,862
2848,2017-10-19,841
2849,2017-10-20,1155
2850,2017-10-21,1097
2851,2017-10-22,780
2852,2017-10-23,553
2853,2017-10-24,694
2854,2017-10-25,627
2855,2017-10-26,747
2856,2017-10-27,1071
2857,2017-10-28,830
2858,2017-10-29,538
2859,2017-10-30,424
2860,2017-10-31,537
2861,2017-11-01,472
2862,2017-11-02,395
2863,2017-11-03,501
2864,2017-11-04,518
2865,2017-11-05,492
2866,2017-11-06,229
2867,2017-11-07,302
2868,2017-11-08,230
2869,2017-11-09,241
2870,2017-11-10,358
2871,2017-11-11,320
2872,2017-11-12,279
2873,2017-11-13,225
2874,2017-11-14,195
2875,2017-11-15,235
2876,2017-11-16,214
2877,2017-11-17,238
2878,2017-11-18,179
2879,2017-11-19,238
2880,2017-11-20,111
2881,2017-11-21,125
2882,2017-11-22,133
2883,2017-11-23,203
2884,2017-11-24,175
2885,2017-11-25,228
2886,2017-11-26,116
2887,2017-11-27,79
2888,2017-11-28,110
2889,2017-11-29,114
2890,2017-11-30,91
2891,2017-12-01,114
2892,2017-12-02,126
2893,2017-12-03,136
2894,2017-12-04,82
2895,2017-12-05,76
2896,2017-12-06,119
2897,2017-12-07,206
2898,2017-12-08,273
2899,2017-12-09,235
2900,2017-12-10,166
2901,2017-12-11,169
2902,2017-12-12,94
2903,2017-12-13,69
2904,2017-12-14,27
2905,2017-12-15,53
2906,2017-12-16,79
2907,2017-12-17,84
2908,2017-12-18,51
2909,2017-12-19,33
2910,2017-12-20,52
2911,2017-12-21,69
2912,2017-12-22,70
2913,2017-12-23,67
2914,2017-12-24,29
2915,2017-12-25,8
2916,2017-12-26,29
2917,2017-12-27,42
2918,2017-12-28,44
2919,2017-12-29,63
2920,2017-12-30,88
2921,2017-12-31,140
2922,2018-01-01,48
2923,2018-01-02,53
2924,2018-01-03,63
2925,2018-01-04,52
2926,2018-01-05,73
2927,2018-01-06,52
2928,2018-01-07,46
2929,2018-01-08,27
2930,2018-01-09,41
2931,2018-01-10,26
2932,2018-01-11,32
2933,2018-01-12,69
2934,2018-01-13,52
2935,2018-01-14,35
2936,2018-01-15,48
2937,2018-01-16,44
2938,2018-01-17,32
2939,2018-01-18,46
2940,2018-01-19,47
2941,2018-01-20,79
2942,2018-01-21,44
2943,2018-01-22,52
2944,2018-01-23,61
2945,2018-01-24,39
2946,2018-01-25,61
2947,2018-01-26,158
2948,2018-01-27,67
2949,2018-01-28,38
2950,2018-01-29,53
2951,2018-01-30,45
2952,2018-01-31,44
2953,2018-02-01,52
2954,2018-02-02,53
2955,2018-02-03,30
2956,2018-02-04,32
2957,2018-02-05,53
2958,2018-02-06,58
2959,2018-02-07,51
2960,2018-02-08,53
2961,2018-02-09,69
2962,2018-02-10,92
2963,2018-02-11,59
2964,2018-02-12,57
2965,2018-02-13,172
2966,2018-02-14,75
2967,2018-02-15,94
2968,2018-02-16,118
2969,2018-02-17,106
2970,2018-02-18,52
2971,2018-02-19,45
2972,2018-02-20,74
2973,2018-02-21,88
2974,2018-02-22,88
2975,2018-02-23,95
2976,2018-02-24,78
2977,2018-02-25,85
2978,2018-02-26,107
2979,2018-02-27,118
2980,2018-02-28,127
2981,2018-03-01,98
2982,2018-03-02,108
2983,2018-03-03,93
2984,2018-03-04,51
2985,2018-03-05,51
2986,2018-03-06,57
2987,2018-03-07,48
2988,2018-03-08,146
2989,2018-03-09,130
2990,2018-03-10,125
2991,2018-03-11,77
2992,2018-03-12,124
2993,2018-03-13,80
2994,2018-03-14,166
2995,2018-03-15,159
2996,2018-03-16,263
2997,2018-03-17,134
2998,2018-03-18,181
2999,2018-03-19,242
3000,2018-03-20,220
3001,2018-03-21,468
3002,2018-03-22,539
3003,2018-03-23,787
3004,2018-03-24,433
3005,2018-03-25,390
3006,2018-03-26,352
3007,2018-03-27,531
3008,2018-03-28,991
3009,2018-03-29,1212
3010,2018-03-30,1428
3011,2018-03-31,1372
3012,2018-04-01,1162
3013,2018-04-02,645
3014,2018-04-03,529
3015,2018-04-04,604
3016,2018-04-05,671
3017,2018-04-06,879
3018,2018-04-07,1051
3019,2018-04-08,735
3020,2018-04-09,362
3021,2018-04-10,387
3022,2018-04-11,624
3023,2018-04-12,727
3024,2018-04-13,698
3025,2018-04-14,728
3026,2018-04-15,473
3027,2018-04-16,474
3028,2018-04-17,391
3029,2018-04-18,574
3030,2018-04-19,566
3031,2018-04-20,773
3032,2018-04-21,784
3033,2018-04-22,587
3034,2018-04-23,665
3035,2018-04-24,653
3036,2018-04-25,824
3037,2018-04-26,893
3038,2018-04-27,1226
3039,2018-04-28,1126
3040,2018-04-29,1122
3041,2018-04-30,1135
3042,2018-05-01,1459
3043,2018-05-02,1326
3044,2018-05-03,1343
3045,2018-05-04,1733
3046,2018-05-05,1352
3047,2018-05-06,1377
3048,2018-05-07,948
3049,2018-05-08,925
3050,2018-05-09,943
3051,2018-05-10,1180
3052,2018-05-11,1354
3053,2018-05-12,1574
3054,2018-05-13,1224
3055,2018-05-14,967
3056,2018-05-15,1055
3057,2018-05-16,1065
3058,2018-05-17,1262
3059,2018-05-18,1496
3060,2018-05-19,1485
3061,2018-05-20,1470
3062,2018-05-21,1159
3063,2018-05-22,1099
3064,2018-05-23,1218
3065,2018-05-24,1519
3066,2018-05-25,1742
3067,2018-05-26,1604
3068,2018-05-27,1390
3069,2018-05-28,1298
3070,2018-05-29,1265
3071,2018-05-30,1367
3072,2018-05-31,1461
3073,2018-06-01,2163
3074,2018-06-02,2032
3075,2018-06-03,1633
3076,2018-06-04,1131
3077,2018-06-05,1212
3078,2018-06-06,1364
3079,2018-06-07,1498
3080,2018-06-08,1834
3081,2018-06-09,1799
3082,2018-06-10,1609
3083,2018-06-11,1252
3084,2018-06-12,1302
3085,2018-06-13,1187
3086,2018-06-14,1601
3087,2018-06-15,2039
3088,2018-06-16,1743
3089,2018-06-17,1752
3090,2018-06-18,1081
3091,2018-06-19,1210
3092,2018-06-20,1200
3093,2018-06-21,1507
3094,2018-06-22,1507
3095,2018-06-23,1615
3096,2018-06-24,1260
3097,2018-06-25,1060
3098,2018-06-26,1178
3099,2018-06-27,1480
3100,2018-06-28,1532
3101,2018-06-29,2039
3102,2018-06-30,1864
3103,2018-07-01,1517
3104,2018-07-02,923
3105,2018-07-03,986
3106,2018-07-04,1041
3107,2018-07-05,1679
3108,2018-07-06,2283
3109,2018-07-07,2636
3110,2018-07-08,1986
3111,2018-07-09,1536
3112,2018-07-10,1160
3113,2018-07-11,1426
3114,2018-07-12,1485
3115,2018-07-13,2146
3116,2018-07-14,1993
3117,2018-07-15,1318
3118,2018-07-16,1119
3119,2018-07-17,911
3120,2018-07-18,985
3121,2018-07-19,1308
3122,2018-07-20,1888
3123,2018-07-21,1994
3124,2018-07-22,1377
3125,2018-07-23,1499
3126,2018-07-24,2096
3127,2018-07-25,1502
3128,2018-07-26,1824
3129,2018-07-27,3033
3130,2018-07-28,2354
3131,2018-07-29,2255
3132,2018-07-30,1524
3133,2018-07-31,1083
3134,2018-08-01,1180
3135,2018-08-02,1267
3136,2018-08-03,1723
3137,2018-08-04,1524
3138,2018-08-05,1412
3139,2018-08-06,1881
3140,2018-08-07,1867
3141,2018-08-08,2071
3142,2018-08-09,2593
3143,2018-08-10,2851
3144,2018-08-11,2943
3145,2018-08-12,2316
3146,2018-08-13,1818
3147,2018-08-14,1777
3148,2018-08-15,1603
3149,2018-08-16,2059
3150,2018-08-17,2423
3151,2018-08-18,2225
3152,2018-08-19,1966
3153,2018-08-20,1753
3154,2018-08-21,1743
3155,2018-08-22,1894
3156,2018-08-23,2049
3157,2018-08-24,2730
3158,2018-08-25,2334
3159,2018-08-26,2137
3160,2018-08-27,1754
3161,2018-08-28,1345
3162,2018-08-29,1453
3163,2018-08-30,1668
3164,2018-08-31,2056
3165,2018-09-01,1646
3166,2018-09-02,1141
3167,2018-09-03,980
3168,2018-09-04,993
3169,2018-09-05,1050
3170,2018-09-06,1607
3171,2018-09-07,2273
3172,2018-09-08,2016
3173,2018-09-09,1507
3174,2018-09-10,1214
3175,2018-09-11,1224
3176,2018-09-12,1440
3177,2018-09-13,1531
3178,2018-09-14,2053
3179,2018-09-15,1874
3180,2018-09-16,1605
3181,2018-09-17,1229
3182,2018-09-18,1169
3183,2018-09-19,1231
3184,2018-09-20,1544
3185,2018-09-21,2116
3186,2018-09-22,1951
3187,2018-09-23,1560
3188,2018-09-24,1201
3189,2018-09-25,1406
3190,2018-09-26,1562
3191,2018-09-27,1812
3192,2018-09-28,2555
3193,2018-09-29,1934
3194,2018-09-30,1582
3195,2018-10-01,1307
3196,2018-10-02,1093
3197,2018-10-03,1281
3198,2018-10-04,1384
3199,2018-10-05,2138
3200,2018-10-06,1579
3201,2018-10-07,1825
3202,2018-10-08,1045
3203,2018-10-09,1158
3204,2018-10-10,1254
3205,2018-10-11,1403
3206,2018-10-12,1917
3207,2018-10-13,1634
3208,2018-10-14,1277
3209,2018-10-15,1000
3210,2018-10-16,848
3211,2018-10-17,948
3212,2018-10-18,1119
3213,2018-10-19,1316
3214,2018-10-20,1304
3215,2018-10-21,809
3216,2018-10-22,816
3217,2018-10-23,807
3218,2018-10-24,804
3219,2018-10-25,963
3220,2018-10-26,1249
3221,2018-10-27,845
3222,2018-10-28,754
3223,2018-10-29,664
3224,2018-10-30,493
3225,2018-10-31,568
3226,2018-11-01,680
3227,2018-11-02,441
3228,2018-11-03,607
3229,2018-11-04,458
3230,2018-11-05,396
3231,2018-11-06,252
3232,2018-11-07,252
3233,2018-11-08,326
3234,2018-11-09,406
3235,2018-11-10,308
3236,2018-11-11,281
3237,2018-11-12,204
3238,2018-11-13,194
3239,2018-11-14,218
3240,2018-11-15,172
3241,2018-11-16,244
3242,2018-11-17,224
3243,2018-11-18,235
3244,2018-11-19,178
3245,2018-11-20,130
3246,2018-11-21,137
3247,2018-11-22,156
3248,2018-11-23,226
3249,2018-11-24,189
3250,2018-11-25,236
3251,2018-11-26,82
3252,2018-11-27,69
3253,2018-11-28,86
3254,2018-11-29,115
3255,2018-11-30,148
3256,2018-12-01,132
3257,2018-12-02,104
3258,2018-12-03,34
3259,2018-12-04,48
3260,2018-12-05,82
3261,2018-12-06,130
3262,2018-12-07,201
3263,2018-12-08,141
3264,2018-12-09,176
3265,2018-12-10,82
3266,2018-12-11,59
3267,2018-12-12,48
3268,2018-12-13,46
3269,2018-12-14,85
3270,2018-12-15,83
3271,2018-12-16,52
3272,2018-12-17,46
3273,2018-12-18,70
3274,2018-12-19,76
3275,2018-12-20,41
3276,2018-12-21,61
3277,2018-12-22,88
3278,2018-12-23,55
3279,2018-12-24,45
3280,2018-12-25,18
3281,2018-12-26,39
3282,2018-12-27,45
3283,2018-12-28,58
3284,2018-12-29,97
3285,2018-12-30,147
3286,2018-12-31,162
3287,2019-01-01,0
3288,2019-01-02,34
3289,2019-01-03,68
3290,2019-01-04,84
3291,2019-01-05,94
3292,2019-01-06,64
3293,2019-01-07,43
3294,2019-01-08,45
3295,2019-01-09,42
3296,2019-01-10,44
3297,2019-01-11,67
3298,2019-01-12,60
3299,2019-01-13,64
3300,2019-01-14,36
3301,2019-01-15,52
3302,2019-01-16,70
3303,2019-01-17,53
3304,2019-01-18,59
3305,2019-01-19,44
3306,2019-01-20,49
3307,2019-01-21,27
3308,2019-01-22,50
3309,2019-01-23,48
3310,2019-01-24,47
3311,2019-01-25,52
3312,2019-01-26,69
3313,2019-01-27,56
3314,2019-01-28,46
3315,2019-01-29,70
3316,2019-01-30,46
3317,2019-01-31,42
3318,2019-02-01,94
3319,2019-02-02,61
3320,2019-02-03,76
3321,2019-02-04,34
3322,2019-02-05,56
3323,2019-02-06,58
3324,2019-02-07,43
3325,2019-02-08,124
3326,2019-02-09,118
3327,2019-02-10,83
3328,2019-02-11,57
3329,2019-02-12,55
3330,2019-02-13,68
3331,2019-02-14,66
3332,2019-02-15,50
3333,2019-02-16,67
3334,2019-02-17,52
3335,2019-02-18,41
3336,2019-02-19,43
3337,2019-02-20,84
3338,2019-02-21,79
3339,2019-02-22,114
3340,2019-02-23,100
3341,2019-02-24,122
3342,2019-02-25,52
3343,2019-02-26,64
3344,2019-02-27,131
3345,2019-02-28,127
3346,2019-03-01,97
3347,2019-03-02,90
3348,2019-03-03,61
3349,2019-03-04,112
3350,2019-03-05,213
3351,2019-03-06,244
3352,2019-03-07,254
3353,2019-03-08,290
3354,2019-03-09,180
3355,2019-03-10,121
3356,2019-03-11,137
3357,2019-03-12,202
3358,2019-03-13,125
3359,2019-03-14,201
3360,2019-03-15,351
3361,2019-03-16,204
3362,2019-03-17,163
3363,2019-03-18,254
3364,2019-03-19,195
3365,2019-03-20,240
3366,2019-03-21,261
3367,2019-03-22,320
3368,2019-03-23,298
3369,2019-03-24,293
3370,2019-03-25,197
3371,2019-03-26,248
3372,2019-03-27,264
3373,2019-03-28,434
3374,2019-03-29,570
3375,2019-03-30,502
3376,2019-03-31,348
3377,2019-04-01,174
3378,2019-04-02,234
3379,2019-04-03,262
3380,2019-04-04,372
3381,2019-04-05,724
3382,2019-04-06,510
3383,2019-04-07,333
3384,2019-04-08,622
3385,2019-04-09,678
3386,2019-04-10,1056
3387,2019-04-11,935
3388,2019-04-12,768
3389,2019-04-13,1091
3390,2019-04-14,670
3391,2019-04-15,603
3392,2019-04-16,1225
3393,2019-04-17,1435
3394,2019-04-18,1896
3395,2019-04-19,2301
3396,2019-04-20,2101
3397,2019-04-21,1828
3398,2019-04-22,1317
3399,2019-04-23,1004
3400,2019-04-24,1010
3401,2019-04-25,1191
3402,2019-04-26,1433
3403,2019-04-27,1587
3404,2019-04-28,1650
3405,2019-04-29,1288
3406,2019-04-30,1409
3407,2019-05-01,1711
3408,2019-05-02,1820
3409,2019-05-03,1958
3410,2019-05-04,1900
3411,2019-05-05,1624
3412,2019-05-06,1055
3413,2019-05-07,1195
3414,2019-05-08,1125
3415,2019-05-09,1365
3416,2019-05-10,1768
3417,2019-05-11,1457
3418,2019-05-12,1287
3419,2019-05-13,982
3420,2019-05-14,1094
3421,2019-05-15,1179
3422,2019-05-16,1317
3423,2019-05-17,1901
3424,2019-05-18,1672
3425,2019-05-19,1378
3426,2019-05-20,1216
3427,2019-05-21,1254
3428,2019-05-22,1399
3429,2019-05-23,1597
3430,2019-05-24,1890
3431,2019-05-25,2008
3432,2019-05-26,1478
3433,2019-05-27,1265
3434,2019-05-28,1492
3435,2019-05-29,1468
3436,2019-05-30,1622
3437,2019-05-31,2164
3438,2019-06-01,1784
3439,2019-06-02,1407
3440,2019-06-03,1105
3441,2019-06-04,1357
3442,2019-06-05,1338
3443,2019-06-06,1465
3444,2019-06-07,1972
3445,2019-06-08,1860
3446,2019-06-09,1735
3447,2019-06-10,1527
3448,2019-06-11,1335
3449,2019-06-12,1395
3450,2019-06-13,1741
3451,2019-06-14,1998
3452,2019-06-15,1701
3453,2019-06-16,1640
3454,2019-06-17,1392
3455,2019-06-18,1300
3456,2019-06-19,1690
3457,2019-06-20,1819
3458,2019-06-21,2141
3459,2019-06-22,1898
3460,2019-06-23,1664
3461,2019-06-24,1245
3462,2019-06-25,1272
3463,2019-06-26,1672
3464,2019-06-27,1610
3465,2019-06-28,2272
3466,2019-06-29,1928
3467,2019-06-30,1762
3468,2019-07-01,1437
3469,2019-07-02,972
3470,2019-07-03,1114
3471,2019-07-04,1597
3472,2019-07-05,2535
3473,2019-07-06,2343
3474,2019-07-07,1754
3475,2019-07-08,1498
3476,2019-07-09,1542
3477,2019-07-10,1497
3478,2019-07-11,1792
3479,2019-07-12,2515
3480,2019-07-13,2242
3481,2019-07-14,1568
3482,2019-07-15,1248
